caminho_relativo,classe,conjunto
Pathological fracture/Train/12891_2014_Article_2109L_jpg.rf.8f7eca36961e35b40f9c82a149e3813b.jpg,Pathological fracture,treino
Pathological fracture/Train/2000120-galleyfig3_jpeg.3c7add3a3d8ebd3cfe.jpg,Pathological fracture,treino
Pathological fracture/Train/256_2020_3651_Fig1_HTML_jpg.rf.4b4a24f7f00525de1dce8eaa90a41ef0.jpg,Pathological fracture,treino
Pathological fracture/Train/41372_2006_Article_BF7211581_Fig1_HTML_jpg.rf.35f146b2dc94cd20a058d585f31eade4.jpg,Pathological fracture,treino
Pathological fracture/Train/42670e5835dbc81d60729e42a18bcf_jumbo_jpg.rf.982cbd64bb2913e32482b8088762d472.jpg,Pathological fracture,treino
Pathological fracture/Train/52be687c7d580b045476c49dc80b9f_jumbo_jpeg.rf.e45092e9f162a7332f9429d34b902533.jpg,Pathological fracture,treino
Pathological fracture/Train/54d38979da5d67c85b1df0919c12d4_jumbo_jpeg.rf.988cdc1b57b1bd8f2332ce20188cb9de.jpg,Pathological fracture,treino
Pathological fracture/Train/9781604064797_ch087_f001_jpg.rf.00d6e5ca1424648227ce32613775e077.jpg,Pathological fracture,treino
Pathological fracture/Train/A-pathologic-fracture-through-the-tumour-mass-is-evident-Note-the-deviation-of-the_png.rf.0216de3de6a6a31f49dbe98bcef4d0e7.jpg,Pathological fracture,treino
Pathological fracture/Train/A334475_1_En_19_Fig2_HTML_jpg.rf.f2a334be744008c4e8a27c.jpg,Pathological fracture,treino
Pathological fracture/Train/A334475_1_En_19_Fig2_HTML_jpg.rf.f2a334be74c4e8a27c.jpg,Pathological fracture,treino
Pathological fracture/Train/A334475_1_En_19_Fig2_HTML_jpg.rf.f2a33dfd664be744008c4e8a27c.jpg,Pathological fracture,treino
Pathological fracture/Train/AMYLOIDOSIS_jpg.rf.2d5c6d2f0c0d75ee898a1c41c500570.jpg,Pathological fracture,treino
Pathological fracture/Train/AMYLOIDOSIS_jpg.rf.2d5c6d2f0c0da1c41c500570.jpg,Pathological fracture,treino
Pathological fracture/Train/B9780702034459000472_gr1a_jpg.rf.7b759cf6e11ca09f6242804b0567c73c.jpg,Pathological fracture,treino
Pathological fracture/Train/Case-3-x-ray-of-the-pathological-fracture-within-extensive-ostelytic-lesion-of-right_png.rf.d388eaf4f72fafd85439cad97f10983a.jpg,Pathological fracture,treino
Pathological fracture/Train/F2-large_jpg.rf.d36cc12906cdd2b15a5d9a858d8bf1b8.jpg,Pathological fracture,treino
Pathological fracture/Train/Figure_1_pagina_369-PNG_jpg.rf.9e3e38015ba691b0d633777b0ce748b0.jpg,Pathological fracture,treino
Pathological fracture/Train/JCanResTher_2009_5_1_52_48772_u1_jpg.rf.492b5c2a6ceb626cec00f829769a0ae5.jpg,Pathological fracture,treino
Pathological fracture/Train/Pathologische_Femurfraktur_bei7bcd4bf0ebffd074eec38b175f9b0a2.jpg,Pathological fracture,treino
Pathological fracture/Train/Pathologische_Femurfraktur_bei_Mamma-Ca_jpg.rf.e7bcd4bf0ebffd074eec38b175f9b0a2.jpg,Pathological fracture,treino
Pathological fracture/Train/Pathologische_Fraktur_bei_Metastase_Nierencell-Ca_im_Humerus_jpg.rf.3ac9a13165f1814e060ff4f75d2765f1.jpg,Pathological fracture,treino
Pathological fracture/Train/Pre-operativeX-ray-showing-pathological-fracture-of-distal-humerus-anteroposterior-and_png.rf077b446fb59e.jpg,Pathological fracture,treino
Pathological fracture/Train/Radio-pedia3_jumbo_jpeg.rf.99ca9510acc76f1dc7477739247821f6.jpg,Pathological fracture,treino
Pathological fracture/Train/X-ray-of-the-pelvis-anterior-posterior-showing-pathological-fracture-of-the-left-femur_png.rf.6f5aef2dec97459ceb66ac61a2932aa9.jpg,Pathological fracture,treino
Pathological fracture/Train/a86550ab63fe6aeae96fb6225326aa02387a9b2d_jpg.rf.1848975d2d71eb18b3b670eac47d50e8.jpg,Pathological fracture,treino
Pathological fracture/Train/ap20humerus20radiograph20metastases20fracture_jpg.rf.b26f30a729604fc11bef92df9f0738cc.jpg,Pathological fracture,treino
Pathological fracture/Train/aplefthipca071501_802273_jpg.rf.f2fa6eef5a323fefa95e1c86befb6b27.jpg,Pathological fracture,treino
Pathological fracture/Train/b6795f19d9cf6210b796474daf63b5_jumbo_jpeg.rf.391d0a9f5cd1fa8c4715a53bd43f2baa.jpg,Pathological fracture,treino
Pathological fracture/Train/e.jpg,Pathological fracture,treino
Pathological fracture/Train/ea2cb099-e4ab-4c7a-a310-1699b9242b9f-1649988191446_png.rf.984b3b9bec6835f5166ace5b59e50ddb.jpg,Pathological fracture,treino
Pathological fracture/Train/figure1-1572506115_jpg.rf.08d4c7715aa7cc02c2e168a345546aa6.jpg,Pathological fracture,treino
Pathological fracture/Train/full-10-1302_2058-5241-1-000008-fig5_jpeg.rf.629a35d76080cb00260e4169b6e14779.jpg,Pathological fracture,treino
Pathological fracture/Train/gallery_jpeg.rf.fd5ecb478396b3e1a1ea4730b8ed.jpg,Pathological fracture,treino
Pathological fracture/Train/gr12_jpg.rf.da1293de319d1b602c5d836cae476fd7.jpg,Pathological fracture,treino
Pathological fracture/Train/gr13_jpg.rf.a839feb69e9fa41c4b434bda5b0cd490.jpg,Pathological fracture,treino
Pathological fracture/Train/gr14_jp100f3f396.jpg,Pathological fracture,treino
Pathological fracture/Train/gr15_jpg.rf.6c3bac1701f1513f457b3d449e51b819.jpg,Pathological fracture,treino
Pathological fracture/Train/gr1_jpg.rf.30bc424504d1dcdf3a57dc59b4357d4d.jpg,Pathological fracture,treino
Pathological fracture/Train/gr1_lrg2_jpg.rf.02565cd4c7839bf6c1d51d6040ef2336.jpg,Pathological fracture,treino
Pathological fracture/Train/gr1_lrg3_jpg.rf.e13fcde551f0e35ae94945f4680c7af8.jpg,Pathological fracture,treino
Pathological fracture/Train/gr1_lrg4_jpg.rf.62c2523aad12eff16d75a6e930f62f4e.jpg,Pathological fracture,treino
Pathological fracture/Train/gr1_lrg5_jpg.rf.f94b11ace1a7dcc6ac23db0be76dcd18.jpg,Pathological fracture,treino
Pathological fracture/Train/gr1_lrg_jpg.rf.955f0adaa72d67734bd152ee2bc467eb.jpg,Pathological fracture,treino
Pathological fracture/Train/image02056_jpeg.rf.96f31f371ba571950ad27a5774.jpg,Pathological fracture,treino
Pathological fracture/Train/image10_jpeg.rf.c753548cdc03c94b22b6f49bea764e4b.jpg,Pathological fracture,treino
Pathological fracture/Train/image11_jpeg.rf.fe529dce1c43ac592110c9a86154a439.jpg,Pathological fracture,treino
Pathological fracture/Train/image12_jpeg.rf.86a78f7c43fe9a9842da92de776e0f02.jpg,Pathological fracture,treino
Pathological fracture/Train/image13_jpeg.rf.240ba374280828bb3eea39b809a5bb76.jpg,Pathological fracture,treino
Pathological fracture/Train/image14_jpeg.rf.ce1178bcbba75fa1a79ae4fa463b1302.jpg,Pathological fracture,treino
Pathological fracture/Train/image16_jpeg.rf.2c1b25eff9fe9786c1ad60016390937b.jpg,Pathological fracture,treino
Pathological fracture/Train/image21_jpeg.rf.f25fc686540524e17eb894fc69be434c.jpg,Pathological fracture,treino
Pathological fracture/Train/image22_jpeg.rf.205675a5f51871f02ff2473ccb7ec30b.jpg,Pathological fracture,treino
Pathological fracture/Train/image24_jpeg.rf.60c800d0f8a9cab8b2869de2a4995025.jpg,Pathological fracture,treino
Pathological fracture/Train/image29_jpeg.rf.0bddf21e3fadde5a4e3c0eaec2b77e99.jpg,Pathological fracture,treino
Pathological fracture/Train/image31_jpeg.rf.fcd0753982717b68b867664316d143d0.jpg,Pathological fracture,treino
Pathological fracture/Train/image4_jpeg.rf.c9013da83238678762de429d45846dd9.jpg,Pathological fracture,treino
Pathological fracture/Train/image7_jpeg.rf.455815e08882345bd25958a97622b12a.jpg,Pathological fracture,treino
Pathological fracture/Train/image8_jpeg.rf.1a2f2310d34265ca24693a37a33c5551.jpg,Pathological fracture,treino
Pathological fracture/Train/image9_jpeg.rf.72becd0d4319cd864c25a6cb5ef86017.jpg,Pathological fracture,treino
Pathological fracture/Train/image_jpeg.rf.7794a23e3b1345c1534ee67f05ac8b82.jpg,Pathological fracture,treino
Pathological fracture/Train/images6_jpg.rf.e3e97834675d71cf185275b48ffaf1de.jpg,Pathological fracture,treino
Pathological fracture/Train/imaging-in-fractures-23-320_jpg.rf.f1c2f4e7c0df199bf0d27d34122928da.jpg,Pathological fracture,treino
Pathological fracture/Train/lightbox_2bdb9d90f19b11eb8590c18f777b711f-Webp-net-resizeimage_png.rf.ba8578ed71e35b30c4ebcbf7fa7e7ff9.jpg,Pathological fracture,treino
Pathological fracture/Train/lightbox_935b11505b6b11ecb6789bd17e6eaa3e-1_png.rf.6ea100d5dab399b31e9c04d162be10b3.jpg,Pathological fracture,treino
Pathological fracture/Train/lightbox_bcb385d0516511eaa8d2098ae62b22cb-Figure-1_png.rf.1872aa4f4c5d04aa77aaf228d6f2b48a.jpg,Pathological fracture,treino
Pathological fracture/Train/mco-08-01-0107-g02_jpg.rf.8645ddffaf290d5f083d0c2f1af30.jpg,Pathological fracture,treino
Pathological fracture/Train/mco-09-02-0187-g00_jp.e015ce505c0f5d506630819cf73a5612.jpg,Pathological fracture,treino
Pathological fracture/Train/mco-09-02-0187-g00_jpg.rf.e015ce505c0f5d506630819cf73a5612.jpg,Pathological fracture,treino
Pathological fracture/Train/medicina-53-00131-g001-550_jpg.rf.49c99fd89cf19f8d574069cae61c3f35.jpg,Pathological fracture,treino
Pathological fracture/Train/ol-11-01-0439-g00_jpg.rf.35df20d02ff23fd53dba78b29500d6fd.jpg,Pathological fracture,treino
Pathological fracture/Train/pathologicalfractures-170201065538-thumbnail-4_jpg.rf.ad7a136616d6abd10887b2d5e8da1894.jpg,Pathological fracture,treino
Pathological fracture/Train/tibia20path20fx_jpg.rf.f5afdce1d8cbf23a1b8f67fec3397def.jpg,Pathological fracture,treino
Spiral Fracture/Test/0-_jumbo_jpeg.rf.7645898c0465d33bcd71ee0ddb847e0a.jpg,Spiral Fracture,treino
Spiral Fracture/Test/247_2019_4591_FL_jpg.rf.1dc947109f035e160a9c7d7071e08.jpg,Spiral Fracture,treino
Spiral Fracture/Test/3-s2-0-B978012386456706706X-f06706-04-9780123864567_jpg.rf.dd278033e65199fdc2d4d2eca2c01f7b.jpg,Spiral Fracture,treino
Spiral Fracture/Test/411477_jpg.rf.c1f2d0daec00e5d81484533bb0785af9.jpg,Spiral Fracture,treino
Spiral Fracture/Test/590_2014_1411_Fig1_HTML_jpg.rf.9d4ebc234c5605fa8336a4d522e89d48.jpg,Spiral Fracture,treino
Spiral Fracture/Test/590_2014_1411_Fig1_HTc234c5605fa8336a4d522e89d48.jpg,Spiral Fracture,treino
Spiral Fracture/Test/7590tn_jpg.rf.ffbf84219c6752e6e48c797746742f3b.jpg,Spiral Fracture,treino
Spiral Fracture/Train/3732968824_e910c1e03d_c_jpg.rf.4fbfb0cfb1a4323067fe589611d84981.jpg,Spiral Fracture,treino
Spiral Fracture/Train/A-Plain-radiograph-shaft-and-multiple-scattered_Q640_jpg.rf.7d83c56445dd5e9a7334a7d49569fdda.jpg,Spiral Fracture,treino
Spiral Fracture/Train/A-Plain-radiograph-spiral-in-left-femoral-shaft-and-multiple-scattered_Q640_jpg.rf.7d83c56445dd5e9a7334a7d49569fdda.jpg,Spiral Fracture,treino
Spiral Fracture/Train/A-Radiograph-shows-a-spiral-fracture-of-humeral-diaphyseal-segment-AO-cl-12A1-B-Good_png.rf.6ba5de62185d0377399671c1e6d1fb0d.jpg,Spiral Fracture,treino
Spiral Fracture/Train/C0072745-Spiral_fracture_of_the_hand_X-ray_jpg.rf.bd5a1827f4191761176db8c6d5e85707.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Howtodescribefractureonx-ray_jpg.rf.04d93dce43e69178faab20529886ef2c.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Humerus_spiral_fracture_png.rf.40fb75aad8a2275b9d51a6d9b1041bbc.jpg,Spiral Fracture,treino
Spiral Fracture/Train/JOrthopDisTraumatol_2020_3_3_116_305736_f2_jpg.rf.ac4dd6737bdd1de1e02fb014c52e79e1.jpg,Spiral Fracture,treino
Spiral Fracture/Train/PruchaFig1e0f228cf67f39df1de4eb173c2cfd9.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Radiograph-of-the-left-upper-arm-spiral-fracture-of-the-humeral-shaft-in-an-infant_png.rf.41f29ff54dec1241869c8c2b0691c903.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Radiographic-image-of-a-spiral-fracture-in-humerus-shaft_png.rf.3853760b930569c51970d37fd01e6e31.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Spiral-fracture-on-X-ray_jpg.rf.ae64d9cfbfdadfef110ed8ce5e2f53d8.jpg,Spiral Fracture,treino
Spiral Fracture/Train/TibiaFractureOblique2Calmostspiralfractureline_jpg.rf.492e3ef1ab98004b415dc959540a353f.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Toddlers-Fracturs_png.rf.d675d9c6d26079d3de9cd1c8595.jpg,Spiral Fracture,treino
Spiral Fracture/Train/Toddlers-Fracturs_png.rf.d675d9c6d26079e2d3de9cd1c8595.jpg,Spiral Fracture,treino
Spiral Fracture/Train/a-AP-X-ray-of-shaft-of-humerus-spiral-fracture-b-lateral-X-ray-of-humerus-shaft_Q640_jpg.rf.95098e2ff06610ceeb70463198071ea0.jpg,Spiral Fracture,treino
Spiral Fracture/Train/arm-spiral-fracture_jpg.rf.367297f42899fada579c5152f51c9ec2.jpg,Spiral Fracture,treino
Spiral Fracture/Train/broken-humerus-xray-showing-compound-260nw-666295192_jpg.rf.f0dc1d9f84267947607311ec7d87f449.jpg,Spiral Fracture,treino
Spiral Fracture/Train/c0394402-800px-wm_jpg.rf.30b465723aff3c6062a04f64870b75e1.jpg,Spiral Fracture,treino
Spiral Fracture/Train/c0394403-800px-wm_jpg.rf.026fcf93f01750f862365f35fcdc9be2.jpg,Spiral Fracture,treino
Spiral Fracture/Train/e5025a324f95b26770f89f95a065a6_jpg.rf.ece1ba8959ced95f8df2698ef6c5555a.jpg,Spiral Fracture,treino
Spiral Fracture/Train/edc79979e6badfe13921370f0ff0dc71_jpg.rf.0a0c6141ede74c387dc15eed56480bc4.jpg,Spiral Fracture,treino
Spiral Fracture/Train/fcb602796fda1d39daf55e1015e56e7d_jpg.rf.8ee708b1a09f173078a05138c996aa51.jpg,Spiral Fracture,treino
Spiral Fracture/Train/fig23-1_jpg.rf.179a6bb1d8bb14bd49b6f9247ecfe1d3.jpg,Spiral Fracture,treino
Spiral Fracture/Train/fig25-6_jpg.rf.39ed02f12ae0907297b50bdbed2c8937.jpg,Spiral Fracture,treino
Spiral Fracture/Train/fracture-tibia-242x300_jpg.rf.bd80b6904d8ea8638a621e5012dcf525.jpg,Spiral Fracture,treino
Spiral Fracture/Train/fracture1-PNG_jpg.rf.c356c4e1235524997476787e549cb42a.jpg,Spiral Fracture,treino
Spiral Fracture/Train/image12_jpeg.rf.82b0cf0313c9a15432fa0f3ad9b8fad8.jpg,Spiral Fracture,treino
Spiral Fracture/Train/image17_jpeg.rf.d68b6dfb38a6cbfeec4ad3e484722720.jpg,Spiral Fracture,treino
Spiral Fracture/Train/image26_jpeg.rf.b136aa1eeb4b2089daa60e63367966b4.jpg,Spiral Fracture,treino
Spiral Fracture/Train/image5_jpeg.rf.78a8f2b6c4fa9b8839c8cedbb576ed42.jpg,Spiral Fracture,treino
Spiral Fracture/Train/image9_jpeg.rf.30511dab046d686afe8c696f90c1e03e.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images10_jpg.rf.c48b6a0c61c1f87f5691154c9dccac47.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images12_jpg.rf.9d37cb8278ca2a9f4463de9c34102594.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images13_jpg.rf.709d5617b0546656756edc6b59708a66.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images15_jpg.rf.4f6b99cf5645f272a800451339b9e950.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images19_jpg.rf.49c36e344509365001d327223516f05b.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images21_jpg.rf.c217a6c4eedb570177ac5f6343d3ae0e.jpg,Spiral Fracture,treino
Spiral Fracture/Train/images2_jpg.rf.a21a6639bab18fd8b92901866f24e8c3.jpg,Spiral Fracture,treino
Spiral Fracture/Train/leg-xray_jpg.rf.09eadc62dfc64b071a132a80fa574213.jpg,Spiral Fracture,treino
Spiral Fracture/Train/shoulder-x-ray-spiral-fracture-of-humerus-AMM26C_jpg.rf.f819cf67ba0946419d66c26e1ef0a615.jpg,Spiral Fracture,treino
Spiral Fracture/Train/t49hyd_jpg.rf.fd654ab696959793d435bb34748ff481.jpg,Spiral Fracture,treino
Spiral Fracture/Train/type20420femur20fracture20radiograph_jpg.rf.05e1141e0b65048b9e2d15727f159889.jpg,Spiral Fracture,treino
Spiral Fracture/Train/x-ray-side-of-skull-and-spine_jpg.rf.42c81b4c58a8971f8bb052bff41189ad.jpg,Spiral Fracture,treino
Spiral Fracture/Train/x-ray-spiral-shaped-fracture-shoulder-dislocation-head-humerus-elderly-lady-88926542_jpg.rf.e36508bf771826f2536e9bec58c2eb79.jpg,Spiral Fracture,treino
Avulsion fracture/Test/05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/12891_2019_2585_Fig5_HTML_png.rf.e7f1f0cb0b6723cde402057336779890.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/9781604064797_ch092_f001_jpg.rf.89e30c33eebe51177be42787ddaa7745.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dcation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/cow539-4_jpg.rf.e48668495cb14d0493e092b1ff23c4fe.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image10_jpeg.rf.b566b1f5626a3292fe805699e784a175.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image11_jpeg.rf.4da4acf6d2c1d061687b597494c6ee8c.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image12_jpeg.rf.6e3f63e525a932c38c3bed3c97a48f5e.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image24_jpeg.rf.c27397dcbd767c2e575db5eaf2e4b20d.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image27_jpeg.rf.04e6a6566836e916582714dfb62d7c13.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image28_jpeg.rf.99fe6c384f84967b5c5ef00bb70d6741.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/image5_jpeg.rf.f61b5e479448497066f77237b9d084f9.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/images13_jpg.rf.1cda91b014c68ffe86a6fa06ac89eb9a.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/images6_jpg.rf.f29e7c4f796ef2a38a055ec325194fab.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/jcs372-g001_jpg.rf.c7a28478b9626ae41e243f25c2618e95.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695659c4071.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/lightbox_1822d4007d9b11eab7338708af0fabaf-IMG_20191029_122622-2-_png.rf.90495f17b148a38bbd74de2818c6b36b.jpg,Avulsion fracture,validacao
Avulsion fracture/Train/peroneal-avulsion_png.rf.f99934ab4ea691283e934c3eec1a542d.jpg,Avulsion fracture,validacao
Comminuted fracture/Test/IMG-0001-00001_jumbo_jpeg.rf.4af5e7c047bac2007869a5e19663eb77.jpg,Comminuted fracture,validacao
Comminuted fracture/Test/Radiograph-showing-a-comminuted-fracture-of-the-middle-third-of-the-right-femur-in-a_png.rf.ade9ed22124189b5d0f8cd51b03033e2.jpg,Comminuted fracture,validacao
Comminuted fracture/Test/images94_jpg.rf.1be75680f0289a4d2bcc8d0c112a3453.jpg,Comminuted fracture,validacao
Comminuted fracture/Test/images96_jpg.rf.1d432bc0a70d58cc78b19f48746b3f02.jpg,Comminuted fracture,validacao
Comminuted fracture/Test/leg-displacement-two-projections-white-background-vertical-image-x-248620996_jpg.rf.15fe0e9e9b93d8870cbc808e994bf03e.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/0-_jumbo_jpeg.rf.7925062f37e327162df7d528ab8d245f.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/13018_2019_1385_Fig3_HTML_png.rf.7dd507a30814c5c85f2013bda753d622.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/2_jpg.rf.d9b17b4172ebe50ee602011b8ee7b272.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/2_jpg.rf.d9b17b4172ebe50ee602011be7b272.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/A-Preoperative-X-ray-showed-ulnar-shaft-comminuted-fracture-B-Immediate_png.rf.4bf6cc3b49ab1abe7c261360a3178af3.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/C7-FF5-1_jpg.rf.ad91314ccfea0ca61bb133d6439.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/dae9b4f076f2a47f0f2900a4654683_gallery_jpeg.rf.daa3181a13a6f98e3ac5f722dfccb044.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/gr_1ab_jpg.rf.66be6e034d772e0434bc8695a9c87f35.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/image14_jpeg.rf.25e75522b4a8c5d99690d62402ef16f9.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/image3_jpeg.rf.35fc26e1b6e5edafacfbba26da7149ea.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/image9_jpeg.rf.aa088ed29a8b615d0be3bb2b31dd8ccc.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/images34_jpg.rf.0864412e27ed15629648a38065439be8.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/images39_jpg.rf.caa1abbf971d2b8161b36d93a9f056fc.jpg,Comminuted fracture,validacao
Comminuted fracture/Train/images74_jpg.rf.3876f98221d8bafad5a93bc4111a0415.jpg,Comminuted fracture,validacao
Fracture Dislocation/Test/0b0927c9e289f1b59085553d3ad46cf08b9566b76aa840d0a17d33c6e626825d_gallery_jpeg.rf.59cd1582385c6b6fbe54afaa63d5099e.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Test/10-1055-b-004-129594_c035_f022_jpg.rf.79ff9d90432220e3d36eee868f6467f9.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Test/1A_jpg.rf.0677856a44a86c9ddcbda2.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Test/9c1cbdeaa3a92cda049b03cfc58323_jumbo_jpeg.rf.96d8da3e8e693938cf66f704952d954b.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce0.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb06dc9ea8ef.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/Conventional-X-rays-on-adpreoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/F2-large_jpg.rf.56ccdce6ec8104b68f5e01cc5e2ce4ba.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/Lisfranc-Fracture-Dislocation-Photo-1_jpg.rf.4367952f5ac51d749890acc288b90193.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/Pre-operative-X-ray-of-the-pelvis-AP-showing-fracture-dislocation-of-the-left-hip_png.rf.63ff11a7138f77964a0e450f7a1c28b8.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/gr1_jpg.rf.23581f947c5ded563f968b3866c1.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/image10_jpeg.rf.ebf1ad00a8e950d1367b8d4b357d979b.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/image19_jpeg.rf.972ed3d90c53af861cfdb076f5d34454.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/image24_jpeg.rf.a60562fafe260267b1adb1f49d77d026.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/image2figure2edit11_1102614_jpg.rf.95eca696ce12509c1b6f9cfbe733d03d.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/image6_jpeg.rf.5248ed1b2addcab9b948778b838a44d0.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/images14_jpg.rf.a3b3bad28529a35b7b531d32c7ed730e.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/images19_jpg.rf.b3a1fe6ed706798a6d940ca596de86aa.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/images4_jpg.rf.6d2b1cd6818640163743b94ac51b45ba.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/images5_jpg.rf.67b9c46ceaab61c680749fbe69d3e4b1.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/images7_jpg.rf.c69e1cec236154efded4ecab281653b5.jpg,Fracture Dislocation,validacao
Fracture Dislocation/Train/lightbox_9390c340ee7e11eb9b803ffcee4a7d01-Screen-Shot-2021-07-26-at-7-00-45-PM_png.rf.beb92e6aa74679dc6d3f7660e01a1239.jpg,Fracture Dislocation,validacao
Greenstick fracture/Test/7410b6b41bc4e99e1f93bab41283b1_jumbo_jpg.rf.72d8073f7a1382ca542077a8487a5a37.jpg,Greenstick fracture,validacao
Greenstick fracture/Test/_Fracture_general_principles_fig04_Torus_Greenstick_fracture_BLANCO-1024x957_jpg.rf.d0a0708a95fcb18cbbdf0af9de020488.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/4dHvDSffNcoRQjfTHEVE9XHP_jpeg.rf.e785d05a33bbcb0561995f084c0f6545.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/A-Initial-fracture-radiograph-a-B-Follow-up-radiograph_png.a7b09117eb778be10771416.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/A-Initial-fracture-radiograph-showing-a-greenstick-fracture-B-Follow-up-radiograph_png.rf.395a32493a7b09117eb778be10771416.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/Comparison-imaginactug8d0f5e1ae7b77ee6efceaf5a1386.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/Comparison-imaging-of-peric-fractures_jpg.339d8d0f5e1ae7b77ee6efceaf5a1386.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/Greenstick-300x265_jpg.rf86c08d814d3a4fb36e5.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/Greenstickfractures1-JPEG_jpg.rf.fc9f1d42d185c97c33988bac3b3ce63b.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/Radiographs-of-the-right-wrist-at-the-time-of-injury-show-a-greenstick-cture-of-the_png.rf.11a54146d63994ac580026512fac7e8b.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/distal-radius-torus-fracture_jpg.rf.29556a0fbc1d3e67425b32766973.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/image21_jpeg.rf.48dbace8757ed1656b50a4eceff4729e.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/image28_jpeg.rf.59694ce77f752eac764a75e4265c4.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/image31_jpeg.rf.5a587b83d066fdc862e9456fb334f1.jpg,Greenstick fracture,validacao
